INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162054677,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,26,,7/9/16 19:55,2016,7,Saturday,19,Part Two,BORDER ST,42.37957532,-71.04011349,"(42.37957532, -71.04011349)"
I162054675,1815,Drug Violation,DRUGS - POSSESSION,B2, ,,7/9/16 17:45,2016,7,Saturday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I162054674,1874,Drug Violation,DRUGS - OTHER,C6, ,,7/9/16 19:18,2016,7,Saturday,19,Part Two,,,,"(0.00000000, 0.00000000)"
I162054655,1874,Drug Violation,DRUGS - OTHER,D4,145,,7/9/16 15:25,2016,7,Saturday,15,Part Two,HUNTINGTON AVE,42.34341962,-71.083956,"(42.34341962, -71.08395600)"
I162054651,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18, ,,7/9/16 17:40,2016,7,Saturday,17,Part Two,1915 RIVER ST,,,"(0.00000000, 0.00000000)"
I162054646,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,112,,7/9/16 17:40,2016,7,Saturday,17,Part Two,HARRISON AVENUE EXT,42.35314285,-71.06144288,"(42.35314285, -71.06144288)"
I162054646,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,112,,7/9/16 17:40,2016,7,Saturday,17,Part Two,HARRISON AVENUE EXT,42.35314285,-71.06144288,"(42.35314285, -71.06144288)"
I162054641,1874,Drug Violation,DRUGS - OTHER,D14,282,,7/9/16 17:44,2016,7,Saturday,17,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162054455,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,289,,7/8/16 22:55,2016,7,Friday,22,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I162054438,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,93,,7/8/16 20:53,2016,7,Friday,20,Part Two,NORTH ST,42.36045096,-71.05644018,"(42.36045096, -71.05644018)"
I162054418,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,115,,7/8/16 20:27,2016,7,Friday,20,Part Two,BEACH ST,42.35072973,-71.05776441,"(42.35072973, -71.05776441)"
I162054418,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,115,,7/8/16 20:27,2016,7,Friday,20,Part Two,BEACH ST,42.35072973,-71.05776441,"(42.35072973, -71.05776441)"
I162054414,1874,Drug Violation,DRUGS - OTHER,D14,282,,7/8/16 20:10,2016,7,Friday,20,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162054412,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4, ,,7/8/16 19:45,2016,7,Friday,19,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I162054412,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4, ,,7/8/16 19:45,2016,7,Friday,19,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I162054397,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,696,,7/8/16 18:21,2016,7,Friday,18,Part Two,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
I162054388,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,17,,7/8/16 17:43,2016,7,Friday,17,Part Two,LEXINGTON ST,42.38028177,-71.03064902,"(42.38028177, -71.03064902)"
I162054378,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E18,492,,7/8/16 17:30,2016,7,Friday,17,Part Two,METROPOLITAN AVE,42.26660696,-71.1182761,"(42.26660696, -71.11827610)"
I162054378,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E18,492,,7/8/16 17:30,2016,7,Friday,17,Part Two,METROPOLITAN AVE,42.26660696,-71.1182761,"(42.26660696, -71.11827610)"
I162054378,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,492,,7/8/16 17:30,2016,7,Friday,17,Part Two,METROPOLITAN AVE,42.26660696,-71.1182761,"(42.26660696, -71.11827610)"
I162054378,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,492,,7/8/16 17:30,2016,7,Friday,17,Part Two,METROPOLITAN AVE,42.26660696,-71.1182761,"(42.26660696, -71.11827610)"
I162054378,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,492,,7/8/16 17:30,2016,7,Friday,17,Part Two,METROPOLITAN AVE,42.26660696,-71.1182761,"(42.26660696, -71.11827610)"
I162054364,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,179,,7/8/16 16:09,2016,7,Friday,16,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I162054364,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,179,,7/8/16 16:09,2016,7,Friday,16,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I162054358,1874,Drug Violation,DRUGS - OTHER,C6,193,,7/8/16 15:05,2016,7,Friday,15,Part Two,OLD COLONY AVE,42.33090984,-71.05286826,"(42.33090984, -71.05286826)"
I162054348,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,257,,7/8/16 0:00,2016,7,Friday,0,Part Two,,,,"(0.00000000, 0.00000000)"
I162054331,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5, ,,7/8/16 14:12,2016,7,Friday,14,Part Two,,,,"(0.00000000, 0.00000000)"
I162054304,1874,Drug Violation,DRUGS - OTHER,C11,289,,7/8/16 12:56,2016,7,Friday,12,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I162054280,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,167,,7/6/16 11:00,2016,7,Wednesday,11,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I162054268,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,D4,627,,7/27/18 17:50,2018,7,Friday,17,Part Two,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I162054268,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D4,627,,7/27/18 17:50,2018,7,Friday,17,Part Two,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I162054268,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,627,,7/27/18 17:50,2018,7,Friday,17,Part Two,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I162054204,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,7/8/16 1:59,2016,7,Friday,1,Part Two,ESSEX ST,42.35237253,-71.06260897,"(42.35237253, -71.06260897)"
I162054190,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A15,50,,7/8/16 0:43,2016,7,Friday,0,Part Two,BROADWAY,42.385831,-71.077555,"(42.38583100, -71.07755500)"
I162054162,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13, ,,7/7/16 21:33,2016,7,Thursday,21,Part Two,,,,"(0.00000000, 0.00000000)"
I162054148,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,941,,7/7/16 20:11,2016,7,Thursday,20,Part Two,BROOKWAY RD,42.29255618,-71.11974225,"(42.29255618, -71.11974225)"
I162054122,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,171,,7/7/16 18:30,2016,7,Thursday,18,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I162054122,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,171,,7/7/16 18:30,2016,7,Thursday,18,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I162054120,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,7/7/16 18:00,2016,7,Thursday,18,Part Two,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I162054118,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,184,,7/7/16 18:51,2016,7,Thursday,18,Part Two,HILLSBORO ST,42.31998243,-71.06704377,"(42.31998243, -71.06704377)"
I162054101,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,493,,7/7/16 18:38,2016,7,Thursday,18,Part Two,LEXINGTON AVE,42.26255067,-71.11582205,"(42.26255067, -71.11582205)"
I162053973,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,612,,10/19/16 17:00,2016,10,Wednesday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I162053972,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,170,,7/7/16 9:00,2016,7,Thursday,9,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I162053920,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,429,,7/7/16 2:49,2016,7,Thursday,2,Part Two,MORTON ST,42.281641,-71.086942,"(42.28164100, -71.08694200)"
I162053910,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A15,49,,7/7/16 0:49,2016,7,Thursday,0,Part Two,ALFORD ST,42.38476292,-71.07385454,"(42.38476292, -71.07385454)"
I162053910,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,49,,7/7/16 0:49,2016,7,Thursday,0,Part Two,ALFORD ST,42.38476292,-71.07385454,"(42.38476292, -71.07385454)"
I162053838,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,459,,7/6/16 19:22,2016,7,Wednesday,19,Part Two,BRINSLEY ST,42.30449187,-71.07943072,"(42.30449187, -71.07943072)"
I162053829,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,77,,7/6/16 17:00,2016,7,Wednesday,17,Part Two,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.05768690)"
I162053829,1844,Drug Violation,DRUGS - POSS CLASS C,A1,77,,7/6/16 17:00,2016,7,Wednesday,17,Part Two,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.05768690)"
I162053827,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1, ,,7/6/16 19:05,2016,7,Wednesday,19,Part Two,PEARL,,,"(0.00000000, 0.00000000)"
I162053827,1874,Drug Violation,DRUGS - OTHER,A1, ,,7/6/16 19:05,2016,7,Wednesday,19,Part Two,PEARL,,,"(0.00000000, 0.00000000)"
I162053827,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1, ,,7/6/16 19:05,2016,7,Wednesday,19,Part Two,PEARL,,,"(0.00000000, 0.00000000)"
I162053822,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,943,,7/6/16 19:07,2016,7,Wednesday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162053812,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,930,,7/6/16 18:45,2016,7,Wednesday,18,Part Two,COLUMBUS AVE,42.31525065,-71.09772652,"(42.31525065, -71.09772652)"
I162053797,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,574,,7/6/16 15:45,2016,7,Wednesday,15,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I162053796,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,A1,91,,7/6/16 17:30,2016,7,Wednesday,17,Part Two,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)"
I162053795,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,271,,7/6/16 17:00,2016,7,Wednesday,17,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162053795,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,271,,7/6/16 17:00,2016,7,Wednesday,17,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162053789,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,289,,2/28/17 18:00,2017,2,Tuesday,18,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I162053788,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,257,,7/6/16 0:00,2016,7,Wednesday,0,Part Two,,,,"(0.00000000, 0.00000000)"
I162053453,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11, ,,7/5/16 16:20,2016,7,Tuesday,16,Part Two,,,,"(0.00000000, 0.00000000)"
I162053732,1846,Drug Violation,DRUGS - POSS CLASS E,D4,271,,7/6/16 13:20,2016,7,Wednesday,13,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162053732,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,271,,7/6/16 13:20,2016,7,Wednesday,13,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162053677,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,520,,7/6/16 11:41,2016,7,Wednesday,11,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I162053674,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,916,,7/6/16 11:09,2016,7,Wednesday,11,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I162053674,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,916,,7/6/16 11:09,2016,7,Wednesday,11,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I162053552,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,A1, ,,7/5/16 21:33,2016,7,Tuesday,21,Part Two,,,,"(0.00000000, 0.00000000)"
I162053544,1845,Drug Violation,DRUGS - POSS CLASS D,B2,276,,7/5/16 21:02,2016,7,Tuesday,21,Part Two,DEWITT DR,42.33271001,-71.08502496,"(42.33271001, -71.08502496)"
I162053534,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,271,,7/5/16 20:30,2016,7,Tuesday,20,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162053534,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,271,,7/5/16 20:30,2016,7,Tuesday,20,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I162053521,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,26,,7/5/16 19:54,2016,7,Tuesday,19,Part Two,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)"
I162053521,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,26,,7/5/16 19:54,2016,7,Tuesday,19,Part Two,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)"
I162053517,1845,Drug Violation,DRUGS - POSS CLASS D,E13, ,,7/5/16 18:30,2016,7,Tuesday,18,Part Two,,,,"(0.00000000, 0.00000000)"
I162053486,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,134,,7/5/16 18:17,2016,7,Tuesday,18,Part Two,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I162053484,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,458,,7/5/16 17:53,2016,7,Tuesday,17,Part Two,ERIE ST,42.30170453,-71.08224964,"(42.30170453, -71.08224964)"
I162053477,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14,796,,7/5/16 18:05,2016,7,Tuesday,18,Part Two,COMMONWEALTH AVE,42.35053956,-71.13106722,"(42.35053956, -71.13106722)"
I162053477,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,796,,7/5/16 18:05,2016,7,Tuesday,18,Part Two,COMMONWEALTH AVE,42.35053956,-71.13106722,"(42.35053956, -71.13106722)"
I162053457,1815,Drug Violation,DRUGS - POSSESSION,B2,178,,7/5/16 16:30,2016,7,Tuesday,16,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I162053457,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,178,,7/5/16 16:30,2016,7,Tuesday,16,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I162053447,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13, ,,7/5/16 16:10,2016,7,Tuesday,16,Part Two,,,,"(0.00000000, 0.00000000)"
I162053447,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13, ,,7/5/16 16:10,2016,7,Tuesday,16,Part Two,,,,"(0.00000000, 0.00000000)"
I162053447,1845,Drug Violation,DRUGS - POSS CLASS D,E13, ,,7/5/16 16:10,2016,7,Tuesday,16,Part Two,,,,"(0.00000000, 0.00000000)"
I162053429,1845,Drug Violation,DRUGS - POSS CLASS D,C11,380,,7/5/16 15:16,2016,7,Tuesday,15,Part Two,SYLVESTER RD,42.28464933,-71.04754537,"(42.28464933, -71.04754537)"
I162053374,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,428,,7/5/16 13:26,2016,7,Tuesday,13,Part Two,LANDOR RD,42.28313103,-71.090284,"(42.28313103, -71.09028400)"
I162053374,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,428,,7/5/16 13:26,2016,7,Tuesday,13,Part Two,LANDOR RD,42.28313103,-71.090284,"(42.28313103, -71.09028400)"
I162053324,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1, ,,7/5/16 11:30,2016,7,Tuesday,11,Part Two,,,,"(0.00000000, 0.00000000)"
I162053149,1845,Drug Violation,DRUGS - POSS CLASS D,B2,306,,7/4/16 21:19,2016,7,Monday,21,Part Two,CODMAN PARK,42.31904705,-71.09399992,"(42.31904705, -71.09399992)"
I162053103,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,A1,85,,7/4/16 18:20,2016,7,Monday,18,Part Two,COOPER ST,42.36438334,-71.05821925,"(42.36438334, -71.05821925)"
I162053096,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,170,,7/4/16 17:58,2016,7,Monday,17,Part Two,E SPRINGFIELD ST,42.3354595,-71.07448891,"(42.33545950, -71.07448891)"
I162053085,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,488,,7/4/16 15:47,2016,7,Monday,15,Part Two,RIVER ST,42.26283035,-71.10809203,"(42.26283035, -71.10809203)"
I162053076,1845,Drug Violation,DRUGS - POSS CLASS D,C11,397,,7/4/16 14:44,2016,7,Monday,14,Part Two,TALBOT AVE,42.28906502,-71.06703817,"(42.28906502, -71.06703817)"
I162052928,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,280,,7/4/16 1:34,2016,7,Monday,1,Part Two,EUSTIS ST,42.33104018,-71.08089782,"(42.33104018, -71.08089782)"
I162052919,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11, ,,7/4/16 0:25,2016,7,Monday,0,Part Two,,,,"(0.00000000, 0.00000000)"
I162052887,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A15,54,,7/3/16 18:38,2016,7,Sunday,18,Part Two,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)"
I162052857,1874,Drug Violation,DRUGS - OTHER,B2,330,,7/3/16 19:37,2016,7,Sunday,19,Part Two,COLUMBIA RD,42.30486055,-71.08154307,"(42.30486055, -71.08154307)"
I162052834,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,D4,119,,7/3/16 17:54,2016,7,Sunday,17,Part Two,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I162052833,1845,Drug Violation,DRUGS - POSS CLASS D,B2,315,,7/3/16 17:45,2016,7,Sunday,17,Part Two,HUMBOLDT AVE,,,"(0.00000000, 0.00000000)"
I162052823,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,7/3/16 16:30,2016,7,Sunday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162052800,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,943,,7/3/16 16:14,2016,7,Sunday,16,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162052693,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2, ,,7/3/16 4:00,2016,7,Sunday,4,Part Two,,,,"(0.00000000, 0.00000000)"
I162052640,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11, ,,7/2/16 22:53,2016,7,Saturday,22,Part Two,,,,"(0.00000000, 0.00000000)"
I162052639,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13,912,,7/2/16 21:10,2016,7,Saturday,21,Part Two,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I162052622,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,12,,7/2/16 19:59,2016,7,Saturday,19,Part Two,BENNINGTON ST,42.38635291,-71.00782032,"(42.38635291, -71.00782032)"
I162052589,1845,Drug Violation,DRUGS - POSS CLASS D,E18, ,,7/2/16 17:50,2016,7,Saturday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I162052582,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,625,,7/2/16 17:49,2016,7,Saturday,17,Part Two,PETERBOROUGH ST,42.34402604,-71.09615503,"(42.34402604, -71.09615503)"
I162052570,1874,Drug Violation,DRUGS - OTHER,A7,17,,7/2/16 17:29,2016,7,Saturday,17,Part Two,EAGLE SQ,42.38109978,-71.02640399,"(42.38109978, -71.02640399)"
I162052570,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,17,,7/2/16 17:29,2016,7,Saturday,17,Part Two,EAGLE SQ,42.38109978,-71.02640399,"(42.38109978, -71.02640399)"
I162052552,1846,Drug Violation,DRUGS - POSS CLASS E,C6,194,,7/2/16 16:00,2016,7,Saturday,16,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I162052548,1845,Drug Violation,DRUGS - POSS CLASS D,A1,120,,7/2/16 15:54,2016,7,Saturday,15,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162052548,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,120,,7/2/16 15:54,2016,7,Saturday,15,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162052548,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,120,,7/2/16 15:54,2016,7,Saturday,15,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162052548,1874,Drug Violation,DRUGS - OTHER,A1,120,,7/2/16 15:54,2016,7,Saturday,15,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162052546,1845,Drug Violation,DRUGS - POSS CLASS D,A1,120,,7/2/16 13:20,2016,7,Saturday,13,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162052546,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,120,,7/2/16 13:20,2016,7,Saturday,13,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162052545,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1, ,,7/2/16 11:30,2016,7,Saturday,11,Part Two,,,,"(0.00000000, 0.00000000)"
I162052545,1845,Drug Violation,DRUGS - POSS CLASS D,A1, ,,7/2/16 11:30,2016,7,Saturday,11,Part Two,,,,"(0.00000000, 0.00000000)"
I162052544,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,914,,7/2/16 15:45,2016,7,Saturday,15,Part Two,MONSIGNOR DENNIS F O'CALL,42.32476494,-71.05340359,"(42.32476494, -71.05340359)"
I162052543,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3, ,,7/2/16 15:45,2016,7,Saturday,15,Part Two,,,,"(0.00000000, 0.00000000)"
I162052523,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,577,,7/2/16 14:20,2016,7,Saturday,14,Part Two,SCHOOL ST,42.31550475,-71.10051479,"(42.31550475, -71.10051479)"
I162052507,1844,Drug Violation,DRUGS - POSS CLASS C,C11,343,,7/2/16 13:47,2016,7,Saturday,13,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162052507,1846,Drug Violation,DRUGS - POSS CLASS E,C11,343,,7/2/16 13:47,2016,7,Saturday,13,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162052470,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,119,,7/2/16 11:19,2016,7,Saturday,11,Part Two,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I162052361,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,A7,8,,7/1/16 21:15,2016,7,Friday,21,Part Two,ORIENT AVE,42.39035323,-71.0051911,"(42.39035323, -71.00519110)"
I162052354,1815,Drug Violation,DRUGS - POSSESSION,D4,171,,7/1/16 19:00,2016,7,Friday,19,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I162052349,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5, ,,7/1/16 20:16,2016,7,Friday,20,Part Two,,,,"(0.00000000, 0.00000000)"
I162052338,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,250,,7/1/16 20:19,2016,7,Friday,20,Part Two,GRAMPIAN WAY,42.3118518,-71.04934271,"(42.31185180, -71.04934271)"
I162052338,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,250,,7/1/16 20:19,2016,7,Friday,20,Part Two,GRAMPIAN WAY,42.3118518,-71.04934271,"(42.31185180, -71.04934271)"
I162052302,1845,Drug Violation,DRUGS - POSS CLASS D,E5, ,,7/1/16 17:44,2016,7,Friday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I162052302,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5, ,,7/1/16 17:44,2016,7,Friday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I162052302,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5, ,,7/1/16 17:44,2016,7,Friday,17,Part Two,,,,"(0.00000000, 0.00000000)"
